# Post Date Mapping for netjoints.github.io
# Format: current_filename,real_date,source
# Use this file to manually rename posts or with the fix_dates.py script
#
# Dates confirmed from web searches of netjoints.com and netjoints.wordpress.com
# Posts without confirmed dates are estimated based on content/context

# ============================================
# CONFIRMED DATES (from search results)
# ============================================

# 2019
# 2025 - Britive and Agentic AI (confirmed from search results)
2025-12-14_the-shocking-salt-typhoon-hack.md,2025-01-16,confirmed
2025-12-14_protect-salesforce-environment-with-cost-optimizat.md,2025-01-22,confirmed
2025-12-14_britive-new-tenant-onboarding.md,2025-01-23,confirmed
2025-12-14_okta-identity-provider-integration-with-britive-ge.md,2025-01-24,estimated
2025-12-14_britive-okta-application-onboarding-experience.md,2025-01-27,confirmed
2025-12-14_britive-aws-application-onboarding-experience.md,2025-01-27,confirmed
2025-12-14_britive-azure-onboarding-experience.md,2025-01-27,confirmed
2025-12-14_britive-access-broker-installation.md,2025-02-10,confirmed
2025-12-14_kubernetes-just-in-time-access.md,2025-02-15,estimated
2025-12-14_kubernetes-access-security-and-iam.md,2025-02-20,estimated
2025-12-14_understanding-iam-conditions-in-google-kubernetes.md,2025-02-25,estimated
2025-12-14_gcp-just-in-time-jit-ephemeral-access-for-google-p.md,2025-03-01,estimated
2025-12-14_microsoft-azure-access-jit-checkout.md,2025-03-10,estimated
2025-12-14_britive-datadog-siem-integration-steps.md,2025-03-20,confirmed
2025-12-14_britive-aurora-mysql-demo.md,2025-03-25,estimated
2025-12-14_postgresql-just-in-time-cli-access-demo-script.md,2025-04-01,estimated
2025-12-14_britive-dynamic-secrets-in-ci-cd-pipelines-demo-sc.md,2025-04-10,estimated
2025-12-14_britive-api-cli-to-trigger-cloud-data-scan.md,2025-04-22,confirmed
2025-12-14_azure-pim-vs-cpam-key-differences-you-need-to-know.md,2025-04-26,confirmed
2025-12-14_britive-access-broker-field-option-use-case.md,2025-04-28,confirmed
2025-12-14_britive-self-service-access-and-permission-builder.md,2025-05-01,estimated
2025-12-14_which-one-is-better-britive-or-cyberark.md,2025-05-10,estimated
2025-12-14_what-is-ciem-where-is-works-and-where-it-fail.md,2025-05-15,estimated
2025-12-14_how-to-eliminate-aws-overly-permissive-iam-roles.md,2025-05-20,estimated
2025-12-14_the-challenge-of-standing-privileges-in-snowflake.md,2025-05-25,estimated
2025-12-14_zero-standing-privilege-for-k8s-a-must-have-for-se.md,2025-06-01,estimated
2025-12-14_world-of-complex-security-compliance-requirement-w.md,2025-06-10,estimated

# Agentic AI (2025)
2025-12-14_amazon-bedrock-agentcore.md,2025-06-15,estimated
2025-12-14_amazon-bedrock-agentcore-2.md,2025-06-20,estimated
2025-12-14_troubleshooting-aws-bedrock-agentcore.md,2025-06-25,estimated
2025-12-14_aws-bedrock-ai-agent-action-group.md,2025-07-01,estimated
2025-12-14_aws-bedrock-agent-to-agent-communication-and-colla.md,2025-07-10,estimated
2025-12-14_securing-agentic-ai-with-amazon-bedrock-webinar.md,2025-07-15,estimated
2025-12-14_agentic-ai-identities-the-future-of-enterprise-acc.md,2025-08-01,estimated
2025-12-14_agentic-ai-security-framework-and-deployment-guide.md,2025-08-15,estimated
2025-12-14_securing-mcp-servers-for-agentic-ai-a-practical-gu.md,2025-09-01,estimated

# Lab guides (2020-2021 timeframe)
2025-12-14_google-cloud-and-aviatrix-testing-poc-lab-guide.md,2020-09-01,estimated
2025-12-14_lab2-gcp-multi-cloud-network-transit-hub-spoke.md,2020-09-10,estimated
2025-12-14_lab3-gcp-multi-cloud-network-segmentation-mcns.md,2020-09-20,estimated
2025-12-14_lab4-placeholder.md,2020-10-01,estimated
2025-12-14_lab5-placehoslder.md,2020-10-10,estimated
2025-12-14_lab6-placehoslder.md,2020-10-20,estimated
2025-12-14_lab7-placehoslder.md,2020-11-01,estimated
2025-12-14_ace-backbone-lab-guide.md,2021-01-15,estimated
2025-12-14_ace-security-secure-egress-lab.md,2021-02-01,estimated
2025-12-14_aviatrix-ace-professional-bootcamp-requirement-and.md,2021-03-01,estimated

# Miscellaneous
2025-12-14_leadership.md,2020-01-01,estimated
2025-12-14_cloud-leaders-and-executive.md,2021-01-01,estimated
2025-12-14_aviatrix-gsi-mockup-landing-page.md,2022-01-01,estimated
2025-12-14_netjoint-multicloud.md,2020-06-01,estimated
2025-12-14_the-fatal-mistake-that-kills-startups-not-knowing.md,2024-11-01,estimated
2025-12-14_right-network-architecture-is-more-important-than.md,2023-08-01,estimated
2025-12-14_cloud-architecture-mistakes-losing-visibility-and.md,2023-09-01,estimated
2025-12-14_cloud-architecture-mistakes-organizations-need-sho.md,2023-09-15,estimated
2025-12-14_cloud-application-migration-is-slowing-down-the-di.md,2023-10-01,estimated
2025-12-14_private-cloud-definition-discussion-again.md,2022-05-01,estimated
2025-12-14_install-blockchain-quorum-node-on-aws-ec2-instance.md,2020-08-01,estimated
2025-12-14_install-blockchain-quroum-on-aws-ec2-instance.md,2020-08-05,estimated

# Guacamole and PAM
2025-12-14_guacamole-deployment-models.md,2025-03-01,estimated
2025-12-14_guacamole-url-explained.md,2025-03-15,estimated
2025-12-14_a-pam-session-recording-architecture.md,2025-04-01,estimated
2025-12-14_britive-access-broker-troubleshooting-tips-and-bes.md,2025-04-15,estimated
2025-12-14_britive-access-broker-add-user-to-local-admin-grou.md,2025-04-20,estimated
2025-12-14_amazon-alexa-architecture-powering-britive-saas.md,2025-05-05,estimated

# Additional AWS services
2025-12-14_secure-s3-bucket-access-over-direct-connect-privat.md,2021-06-01,estimated
2025-12-14_check-point-cloudguard-iaas-in-aws-with-quick-fail.md,2021-07-01,estimated
2025-12-14_aviatrixs-check-point-cloudguard-related-features.md,2021-08-01,estimated
2025-12-14_connecting-aviatrix-gateway-to-cisco-csr-in-the-sa.md,2020-07-01,estimated
2025-12-14_dns-conditional-forwarding-from-on-prem-to-cloud.md,2021-04-01,estimated
2025-12-14_cloud-sandbox-starter-advance-mode.md,2022-03-01,estimated
2025-12-14_netflow-l7-or-ipt-mode.md,2022-04-01,estimated
2025-12-14_user-vpn-open-vpn-in-azure.md,2020-04-01,estimated
2025-12-14_difference-between-rds-aws-aurora-and-mysql.md,2024-08-15,estimated
2025-12-14_bigquery-constraint-why-is-it-a-bigdeal.md,2024-09-01,estimated
2025-12-14_what-is-gcp-pub-sub.md,2024-09-15,estimated
2025-12-14_gke-kubernetes-k8s-demo.md,2024-10-01,estimated
2025-12-14_sumo-logic-inbound-https-webhook-configuration.md,2025-03-10,estimated
2025-12-14_elevating-aws-identity-center-security-the-power-o.md,2025-05-15,estimated
2025-12-14_enterprise-solutions-architect-role-for-career-gro.md,2024-12-01,estimated
2025-12-14_why-is-cybersecurity-bad-and-getting-worse.md,2025-01-10,estimated
2025-12-14_protect-internet-facing-applications-with-firewall.md,2021-09-01,estimated
